N,P,K,target
39.49,21.87,30.77,String bean
35.55,60.6,40.96,String bean
52.98,73.19,35.12,String bean
17.67,4.55,47.57,String bean
27.82,47.07,37.47,String bean
25.52,83.67,38.01,String bean
46.69,59.91,29.16,String bean
47.53,60.1,31.53,String bean
57.61,55.82,25.99,String bean
32.54,3.39,34.88,String bean
12.84,2.93,51.49,String bean
42.61,31.79,45.76,String bean
49.42,54.76,43.23,String bean
44.33,69.6,45.09,String bean
41.94,39.35,38.66,String bean
48.5,48.74,23.95,String bean
30.15,19.75,43.04,String bean
35.71,53.2,64.77,String bean
41.77,51.05,48.19,String bean
49.42,58.16,44.42,String bean
47.8,6.06,51.07,String bean
44.02,49.53,27.84,String bean
38.91,24.66,49.04,String bean
24.62,73.05,38.63,String bean
47.45,38.3,40.2,String bean
34.13,50.21,37.8,String bean
42.9,29.92,41.82,String bean
50.97,17.97,44.13,String bean
31.73,71.41,63.97,String bean
40.68,43.25,20.73,String bean
34.39,43.41,42.32,String bean
36.23,57.04,61.2,String bean
28.17,67.72,42.39,String bean
44.76,88.13,37.9,String bean
39.33,23.49,39.73,String bean
35.05,73.83,27.46,String bean
52.29,56.05,39.15,String bean
22.26,66.34,57.94,String bean
47.48,36.3,49.4,String bean
43.8,59.98,60.23,String bean
23.46,31.66,40.78,String bean
44.0,20.73,44.36,String bean
39.9,24.41,52.0,String bean
40.0,79.22,45.57,String bean
40.71,31.35,21.79,String bean
33.22,61.09,30.69,String bean
49.15,35.08,31.09,String bean
47.13,20.7,39.87,String bean
35.46,28.05,37.83,String bean
36.83,80.02,30.8,String bean
25.01,41.73,46.39,String bean
35.33,36.12,37.61,String bean
52.54,39.82,58.63,String bean
52.77,75.77,57.88,String bean
27.42,4.61,24.7,String bean
54.23,78.14,25.65,String bean
26.99,60.82,34.32,String bean
51.92,53.94,56.47,String bean
39.09,40.58,42.36,String bean
23.77,41.86,52.84,String bean
42.62,14.51,29.46,String bean
27.56,39.22,47.78,String bean
57.33,0.88,52.5,String bean
29.5,56.23,41.81,String bean
59.56,58.09,57.04,String bean
46.9,36.52,41.82,String bean
29.42,44.85,50.86,String bean
30.26,66.72,53.63,String bean
46.5,17.04,41.55,String bean
35.49,54.91,44.79,String bean
49.13,31.47,26.88,String bean
49.19,30.18,47.15,String bean
44.71,86.86,44.61,String bean
42.57,26.31,27.11,String bean
45.06,64.14,46.52,String bean
29.68,52.31,47.25,String bean
41.72,59.66,40.82,String bean
33.09,81.0,23.0,String bean
29.92,55.46,40.08,String bean
39.46,46.16,60.87,String bean
50.7,34.12,39.67,String bean
36.63,35.08,44.77,String bean
30.72,38.62,33.82,String bean
23.89,64.93,32.69,String bean
19.07,66.29,40.93,String bean
36.19,18.15,37.88,String bean
51.2,25.0,39.08,String bean
43.04,-4.08,29.35,String bean
44.26,50.77,48.99,String bean
53.62,90.16,33.51,String bean
42.36,28.66,53.76,String bean
33.52,77.98,47.77,String bean
49.99,27.26,41.78,String bean
35.91,38.4,39.45,String bean
29.84,27.3,47.01,String bean
49.7,13.35,28.01,String bean
31.15,31.69,32.54,String bean
43.25,67.19,54.71,String bean
46.48,37.17,49.29,String bean
40.58,29.51,30.08,String bean
25.76,81.82,45.62,String bean
43.22,20.05,28.51,String bean
48.56,17.31,47.33,String bean
46.88,30.26,37.29,String bean
53.57,18.69,39.74,String bean
47.51,52.26,39.79,String bean
31.53,33.31,42.47,String bean
38.45,98.79,53.44,String bean
30.33,57.34,56.06,String bean
30.1,46.13,63.64,String bean
46.83,44.27,55.66,String bean
41.49,-16.31,45.55,String bean
30.45,56.17,54.45,String bean
43.95,70.17,38.51,String bean
55.63,46.63,52.9,String bean
47.43,40.42,18.6,String bean
40.59,25.28,23.66,String bean
42.58,50.31,53.64,String bean
39.89,73.06,25.78,String bean
54.05,78.7,44.47,String bean
45.38,18.76,48.95,String bean
45.27,50.15,40.9,String bean
56.84,64.04,56.91,String bean
30.09,32.94,29.14,String bean
33.31,20.33,22.32,String bean
35.28,62.97,26.97,String bean
27.17,40.04,41.02,String bean
52.89,33.95,34.83,String bean
41.63,25.76,53.46,String bean
43.73,46.81,49.39,String bean
29.76,55.38,48.86,String bean
28.9,58.04,39.49,String bean
27.22,43.18,53.41,String bean
38.35,39.16,56.45,String bean
92.31,88.76,135.61,Carrot
72.61,48.76,81.91,Carrot
89.0,81.95,61.27,Carrot
81.09,57.69,12.81,Carrot
79.5,100.24,61.65,Carrot
67.23,94.65,73.44,Carrot
71.8,2.65,102.61,Carrot
90.86,74.12,98.95,Carrot
75.02,94.27,60.78,Carrot
97.01,54.88,11.33,Carrot
94.84,20.29,94.43,Carrot
81.23,81.06,114.43,Carrot
75.29,34.26,39.12,Carrot
59.52,23.46,106.04,Carrot
90.59,79.06,40.86,Carrot
79.69,79.27,103.24,Carrot
58.04,29.36,164.41,Carrot
66.75,77.93,97.51,Carrot
93.89,58.25,27.6,Carrot
88.45,7.58,119.49,Carrot
78.07,89.94,86.1,Carrot
93.85,101.84,79.21,Carrot
84.02,44.71,68.19,Carrot
72.68,109.08,119.68,Carrot
92.49,49.55,40.63,Carrot
99.91,47.97,127.43,Carrot
88.01,117.87,2.4,Carrot
83.34,72.31,135.96,Carrot
79.93,12.73,56.83,Carrot
86.9,21.51,-3.67,Carrot
86.68,70.64,67.82,Carrot
87.31,52.94,63.19,Carrot
84.18,8.25,130.17,Carrot
96.67,60.77,54.92,Carrot
86.11,59.62,65.97,Carrot
61.96,75.49,96.1,Carrot
92.81,90.2,142.24,Carrot
81.88,64.58,134.18,Carrot
99.28,53.87,143.02,Carrot
84.27,95.97,136.79,Carrot
77.18,41.37,42.35,Carrot
73.76,64.84,71.7,Carrot
78.57,-0.23,55.98,Carrot
79.55,86.21,65.51,Carrot
91.59,66.83,98.01,Carrot
86.27,69.75,122.7,Carrot
82.19,65.42,45.63,Carrot
92.42,58.11,-12.24,Carrot
83.46,76.19,139.35,Carrot
78.13,90.38,45.05,Carrot
74.97,60.38,108.32,Carrot
74.35,72.95,115.07,Carrot
73.84,32.64,29.37,Carrot
67.44,25.8,88.51,Carrot
69.5,7.4,95.98,Carrot
78.18,73.22,53.77,Carrot
104.05,84.49,111.45,Carrot
69.02,62.99,69.61,Carrot
86.96,43.64,-21.45,Carrot
78.74,77.41,-18.54,Carrot
76.71,107.46,48.21,Carrot
83.62,34.23,138.37,Carrot
66.55,100.8,87.18,Carrot
79.46,78.43,50.31,Carrot
72.73,104.63,76.48,Carrot
87.3,38.8,91.25,Carrot
83.8,83.2,111.85,Carrot
82.42,62.16,191.83,Carrot
80.12,103.28,77.79,Carrot
76.3,77.7,55.89,Carrot
48.14,61.2,-16.18,Carrot
83.24,41.31,49.67,Carrot
79.94,48.72,57.6,Carrot
89.63,-2.83,67.14,Carrot
84.16,52.45,42.24,Carrot
80.55,74.82,36.89,Carrot
82.12,33.19,6.24,Carrot
62.87,-2.3,135.87,Carrot
67.58,108.95,64.33,Carrot
76.15,82.3,118.57,Carrot
94.05,85.21,89.42,Carrot
84.27,100.47,136.46,Carrot
72.86,26.0,55.19,Carrot
92.53,22.87,91.81,Carrot
59.34,75.03,91.88,Carrot
77.53,53.87,123.94,Carrot
64.93,69.6,105.32,Carrot
84.69,27.42,55.82,Carrot
82.63,80.01,97.96,Carrot
81.49,119.44,67.9,Carrot
91.38,50.97,31.69,Carrot
80.53,60.93,131.35,Carrot
81.36,34.21,89.4,Carrot
89.1,-20.47,154.59,Carrot
82.23,93.45,161.83,Carrot
78.74,52.3,86.84,Carrot
80.15,76.75,33.67,Carrot
73.67,71.44,26.23,Carrot
79.22,54.17,50.04,Carrot
79.32,72.84,85.7,Carrot
74.33,60.51,60.64,Carrot
62.34,73.23,64.52,Carrot
89.59,44.72,-13.65,Carrot
69.91,93.42,61.01,Carrot
74.97,-17.41,116.48,Carrot
75.16,56.91,108.66,Carrot
90.99,23.33,28.89,Carrot
71.83,18.18,96.94,Carrot
82.35,36.7,71.29,Carrot
97.53,51.37,98.19,Carrot
80.92,139.09,143.3,Carrot
79.04,55.94,74.7,Carrot
71.4,66.29,38.58,Carrot
67.09,78.65,108.0,Carrot
70.19,52.14,-56.1,Carrot
81.7,45.33,85.07,Carrot
59.4,29.58,52.18,Carrot
72.64,86.27,47.17,Carrot
74.1,55.03,54.52,Carrot
71.29,8.65,30.34,Carrot
72.62,43.98,79.6,Carrot
62.06,61.61,93.68,Carrot
89.6,58.63,137.44,Carrot
88.1,73.43,160.78,Carrot
86.51,44.31,93.59,Carrot
75.84,63.47,83.74,Carrot
85.66,81.1,59.94,Carrot
83.75,38.24,78.67,Carrot
72.15,-12.9,101.77,Carrot
70.37,63.45,64.9,Carrot
73.87,70.34,46.16,Carrot
100.69,44.8,39.09,Carrot
85.85,55.56,97.53,Carrot
99.08,66.17,154.13,Carrot
72.6,84.23,149.1,Carrot
75.67,74.66,77.12,Carrot
77.72,58.57,-31.32,Carrot
76.04,85.58,103.67,Carrot
87.87,72.33,137.89,Carrot
81.09,88.94,53.66,Carrot
69.4,84.09,99.3,Carrot
75.42,89.32,7.29,Carrot
76.2,57.14,112.28,Carrot
93.22,30.95,10.66,Carrot
81.88,90.6,54.99,Carrot
70.97,61.39,52.82,Carrot
69.83,69.07,40.89,Carrot
75.63,40.99,173.32,Carrot
86.59,32.97,-24.2,Carrot
71.34,71.02,190.92,Carrot
83.05,56.57,-8.02,Carrot
77.68,95.05,157.26,Carrot
83.88,58.67,99.38,Carrot
73.78,83.52,55.71,Carrot
80.07,65.32,75.12,Carrot
69.79,97.1,70.46,Carrot
82.52,58.52,153.01,Carrot
94.06,96.28,80.98,Carrot
80.41,13.54,110.96,Carrot
75.98,103.56,35.43,Carrot
75.87,47.89,28.94,Carrot
68.31,63.38,11.82,Carrot
63.27,73.67,147.26,Carrot
91.08,86.64,135.44,Carrot
72.29,56.33,130.34,Carrot
54.58,69.07,66.22,Carrot
86.29,46.47,72.15,Carrot
80.04,36.23,79.13,Carrot
64.55,76.33,67.15,Carrot
89.94,52.4,128.4,Carrot
65.89,138.73,114.1,Carrot
77.61,66.43,81.91,Carrot
79.51,52.14,35.07,Carrot
80.61,65.51,80.66,Carrot
77.84,63.95,137.23,Carrot
73.49,114.92,103.93,Carrot
89.14,62.97,135.92,Carrot
81.87,36.82,31.5,Carrot
81.75,49.6,201.39,Carrot
71.33,40.5,80.74,Carrot
58.35,13.31,6.2,Carrot
76.14,28.15,79.52,Carrot
86.2,64.18,31.77,Carrot
83.96,29.52,101.06,Carrot
83.74,8.17,-4.68,Carrot
76.31,98.08,47.88,Carrot
80.56,111.49,28.69,Carrot
94.8,57.63,118.31,Carrot
74.58,50.83,83.71,Carrot
69.52,23.92,73.41,Carrot
75.91,96.42,64.2,Carrot
88.58,61.52,82.6,Carrot
69.13,58.96,51.19,Carrot
92.47,84.82,147.18,Carrot
86.61,72.57,34.8,Carrot
89.02,-0.8,57.53,Carrot
87.76,90.06,121.37,Carrot
83.17,57.97,105.32,Carrot
91.19,69.76,160.84,Carrot
66.86,49.91,118.69,Carrot
70.24,48.41,33.74,Carrot
88.25,53.52,57.91,Carrot
75.21,36.58,111.78,Carrot
72.68,2.77,60.44,Carrot
87.07,34.58,45.67,Carrot
80.1,71.86,105.0,Carrot
91.76,44.2,93.22,Carrot
70.69,100.84,63.24,Carrot
78.31,71.23,54.79,Carrot
88.6,51.58,123.93,Carrot
95.11,79.84,84.34,Carrot
86.2,98.03,134.89,Carrot
68.4,69.27,77.88,Carrot
93.2,60.78,65.11,Carrot
74.18,63.48,67.92,Carrot
77.63,86.65,1.91,Carrot
98.81,50.55,142.99,Carrot
77.45,118.93,63.79,Carrot
84.74,71.18,48.82,Carrot
78.13,103.66,146.94,Carrot
69.65,28.9,49.44,Carrot
83.36,-9.3,64.75,Carrot
78.59,72.56,114.77,Carrot
83.71,18.17,60.73,Carrot
78.0,53.95,104.34,Carrot
82.22,50.64,65.41,Carrot
76.27,88.08,79.03,Carrot
88.71,37.55,71.89,Carrot
75.98,22.8,91.59,Carrot
82.78,51.01,193.96,Carrot
80.78,58.93,35.18,Carrot
78.72,85.17,76.51,Carrot
70.33,110.98,96.95,Carrot
90.98,117.03,86.41,Carrot
87.19,73.92,102.26,Carrot
76.94,52.3,77.98,Carrot
77.6,79.6,16.7,Carrot
97.95,44.06,22.11,Carrot
71.12,76.42,139.23,Carrot
86.13,57.03,73.23,Carrot
95.13,61.34,86.99,Carrot
79.21,94.82,93.02,Carrot
88.22,9.49,32.97,Carrot
74.36,55.58,43.04,Carrot
90.01,41.94,59.47,Carrot
75.69,83.35,115.89,Carrot
82.74,68.84,14.83,Carrot
88.07,23.81,-19.69,Carrot
75.97,75.71,109.36,Carrot
81.01,114.46,134.96,Carrot
74.32,33.59,57.23,Carrot
91.37,45.96,85.34,Carrot
69.24,32.53,106.54,Carrot
77.76,88.13,69.13,Carrot
86.72,7.31,27.16,Carrot
70.01,57.9,114.17,Carrot
70.63,75.25,83.37,Carrot
69.15,-24.37,67.49,Carrot
73.45,128.83,40.19,Carrot
74.21,30.88,57.23,Carrot
88.38,81.21,0.53,Carrot
76.96,77.49,119.53,Carrot
80.86,-6.98,125.56,Carrot
80.26,113.14,50.22,Carrot
79.75,46.61,91.86,Carrot
100.29,87.63,60.58,Carrot
67.72,70.22,99.63,Carrot
84.21,85.93,44.96,Carrot
95.31,55.92,30.06,Carrot
82.27,65.22,73.62,Carrot
79.37,60.44,98.76,Carrot
83.97,67.04,35.6,Carrot
83.6,45.69,76.99,Carrot
89.94,57.05,66.13,Carrot
76.13,1.48,87.33,Carrot
84.59,29.94,39.01,Carrot
82.87,97.04,98.63,Carrot
88.92,51.8,-3.98,Carrot
95.67,62.29,126.39,Carrot
97.77,83.01,60.39,Carrot
86.83,76.97,9.35,Carrot
80.05,94.68,93.54,Carrot
79.4,6.35,-35.4,Carrot
76.18,47.89,55.3,Carrot
82.39,79.0,96.72,Carrot
69.14,93.95,98.57,Carrot
84.57,95.45,66.83,Carrot
87.14,30.6,7.48,Carrot
69.45,17.73,100.1,Carrot
79.93,33.8,82.62,Carrot
81.22,100.45,76.91,Carrot
86.11,28.54,61.52,Carrot
90.39,40.42,28.08,Carrot
94.76,45.01,78.53,Carrot
84.76,50.65,36.54,Carrot
81.95,-1.01,85.71,Carrot
88.27,41.66,138.02,Carrot
74.3,63.83,107.44,Carrot
87.14,40.79,22.65,Carrot
83.75,19.05,125.76,Carrot
94.46,57.86,41.08,Carrot
82.83,45.81,86.22,Carrot
69.52,64.7,86.26,Carrot
104.58,77.75,122.0,Carrot
71.75,66.99,-14.77,Carrot
78.14,48.82,79.3,Carrot
86.93,41.18,104.41,Carrot
76.83,92.92,150.77,Carrot
72.23,84.58,82.55,Carrot
85.86,42.14,109.54,Carrot
76.81,78.33,20.2,Carrot
88.89,37.25,114.54,Carrot
81.89,22.95,18.36,Carrot
81.8,46.29,139.19,Carrot
72.61,40.34,68.24,Carrot
84.84,87.46,79.94,Carrot
93.97,54.69,136.67,Carrot
92.62,72.75,90.89,Carrot
64.88,31.8,50.16,Carrot
91.65,20.95,23.56,Carrot
86.38,97.71,40.96,Carrot
75.86,50.39,134.13,Carrot
77.81,68.64,155.39,Carrot
77.15,41.36,82.43,Carrot
92.16,101.8,137.25,Carrot
73.42,106.85,15.64,Carrot
76.51,90.19,80.47,Carrot
90.29,20.28,133.93,Carrot
95.56,62.12,104.91,Carrot
81.11,67.28,115.65,Carrot
80.54,41.68,85.67,Carrot
78.83,-15.29,4.62,Carrot
75.87,72.36,123.66,Carrot
57.73,51.36,54.92,Carrot
64.14,20.44,14.78,Carrot
91.0,55.95,-16.27,Carrot
106.03,71.07,118.05,Carrot
94.82,88.19,74.16,Carrot
97.34,75.2,97.19,Carrot
77.19,99.8,90.23,Carrot
88.51,30.72,87.25,Carrot
85.1,40.4,98.86,Carrot
81.61,79.28,32.91,Carrot
92.95,20.26,102.97,Carrot
73.39,79.42,69.15,Carrot
80.53,73.26,26.58,Carrot
58.06,81.75,93.06,Carrot
72.38,86.4,77.73,Carrot
66.07,47.27,147.64,Carrot
91.14,27.53,20.62,Carrot
90.1,43.75,62.43,Carrot
89.76,65.36,36.11,Carrot
81.52,35.56,-10.4,Carrot
64.29,44.33,121.38,Carrot
89.85,29.76,93.33,Carrot
68.86,14.14,53.38,Carrot
82.47,47.93,124.61,Carrot
83.03,59.69,107.83,Carrot
68.91,72.87,-19.01,Carrot
68.39,49.19,63.91,Carrot
89.56,76.06,163.14,Carrot
83.26,33.17,43.39,Carrot
75.98,73.67,38.73,Carrot
81.44,68.19,116.67,Carrot
71.14,78.29,-4.56,Carrot
95.3,61.05,103.09,Carrot
87.65,37.24,73.67,Carrot
83.56,62.14,57.38,Carrot
85.8,37.85,50.93,Carrot
80.63,19.65,42.52,Carrot
77.5,75.29,90.15,Carrot
69.54,24.2,52.12,Carrot
74.92,104.68,15.62,Carrot
84.27,30.18,48.53,Carrot
75.16,89.57,-11.48,Carrot
64.91,35.49,135.08,Carrot
76.01,21.04,103.22,Carrot
95.98,71.87,29.82,Carrot
83.77,11.92,66.81,Carrot
82.36,29.6,152.53,Carrot
92.39,66.53,121.24,Carrot
96.65,30.2,31.81,Carrot
85.94,56.18,40.89,Carrot
79.6,23.66,54.65,Carrot
72.96,57.63,10.91,Carrot
93.57,112.55,131.01,Carrot
83.41,35.49,77.33,Carrot
84.02,61.71,135.18,Carrot
88.71,22.36,30.35,Carrot
66.41,47.72,48.55,Carrot
80.86,65.07,49.21,Carrot
76.08,53.79,97.74,Carrot
76.63,73.81,87.87,Carrot
75.39,85.69,79.27,Carrot
83.15,72.45,111.02,Carrot
72.76,59.75,-0.0,Carrot
84.36,49.46,78.94,Carrot
101.48,15.32,36.91,Carrot
57.49,81.59,100.78,Carrot
93.49,39.75,13.49,Carrot
94.85,42.9,38.34,Carrot
61.98,123.63,102.85,Carrot
66.05,40.88,78.16,Carrot
67.79,42.46,84.93,Carrot
68.76,55.94,62.86,Carrot
62.13,52.04,15.02,Carrot
74.89,94.71,140.28,Carrot
62.5,82.4,40.14,Carrot
83.54,100.0,159.95,Carrot
71.49,82.59,61.1,Carrot
81.28,24.43,30.17,Carrot
79.14,72.96,29.94,Carrot
79.52,77.3,85.45,Carrot
85.58,83.67,125.31,Carrot
82.04,58.89,63.76,Carrot
79.65,20.82,65.96,Carrot
73.99,54.96,165.86,Carrot
78.47,80.42,77.53,Carrot
79.62,69.1,66.07,Carrot
84.92,78.66,61.16,Carrot
91.63,79.68,123.48,Carrot
74.2,45.9,84.05,Carrot
91.5,104.77,83.56,Carrot
85.51,65.9,113.62,Carrot
73.72,62.52,145.12,Carrot
74.47,46.06,100.16,Carrot
73.89,67.81,56.33,Carrot
95.73,47.18,81.16,Carrot
87.51,62.0,95.17,Carrot
88.27,55.93,71.74,Carrot
81.67,30.99,62.87,Carrot
76.82,59.24,36.2,Carrot
82.41,24.4,106.8,Carrot
77.73,34.52,68.46,Carrot
72.87,52.5,30.48,Carrot
82.68,52.94,67.5,Carrot
87.02,46.11,116.62,Carrot
60.21,55.81,47.12,Carrot
81.93,15.99,-28.98,Carrot
87.38,57.21,88.76,Carrot
78.72,70.64,114.29,Carrot
80.68,66.8,50.95,Carrot
84.4,90.79,99.85,Carrot
73.03,24.99,30.09,Carrot
76.54,125.61,67.91,Carrot
73.83,85.31,115.97,Carrot
59.61,40.94,157.71,Carrot
82.21,97.83,94.43,Carrot
82.31,115.92,61.08,Carrot
68.33,56.23,26.25,Carrot
60.04,26.1,40.72,Carrot
62.99,57.11,57.59,Carrot
63.71,28.71,179.37,Carrot
84.28,69.05,-26.15,Carrot
83.72,81.81,39.88,Carrot
70.97,55.9,16.48,Carrot
71.45,25.55,116.82,Carrot
86.99,22.99,130.31,Carrot
70.38,56.66,-28.58,Carrot
80.58,41.36,118.72,Carrot
80.08,45.51,3.33,Carrot
81.27,25.62,45.53,Carrot
83.88,74.06,64.91,Carrot
74.21,95.76,71.83,Carrot
78.7,74.94,34.02,Carrot
86.36,38.45,175.28,Carrot
74.16,56.39,158.8,Carrot
69.14,98.88,88.65,Carrot
92.56,55.48,40.35,Carrot
87.9,53.31,47.15,Carrot
91.67,84.9,108.69,Carrot
74.47,29.5,86.37,Carrot
71.08,53.95,158.69,Carrot
69.02,57.06,66.54,Carrot
74.53,45.19,94.03,Carrot
81.04,71.22,33.11,Carrot
86.03,77.99,120.48,Carrot
87.25,59.29,83.07,Carrot
79.98,15.0,113.02,Carrot
96.64,64.19,140.57,Carrot
79.68,38.87,-11.76,Carrot
85.0,74.84,64.79,Carrot
57.23,37.0,119.15,Carrot
68.0,81.03,114.65,Carrot
88.23,31.42,152.69,Carrot
87.54,38.88,98.09,Carrot
63.34,133.63,48.37,Carrot
90.93,19.86,72.68,Carrot
78.62,46.47,30.39,Carrot
89.63,69.24,63.52,Carrot
70.72,43.65,78.22,Carrot
72.7,111.53,37.04,Carrot
78.02,102.36,71.93,Carrot
79.1,56.15,109.09,Carrot
81.29,28.87,52.49,Carrot
58.28,118.57,86.14,Carrot
83.36,84.93,142.89,Carrot
67.18,97.19,105.16,Carrot
105.47,117.32,1.07,Carrot
98.3,7.13,121.84,Carrot
76.35,89.69,217.83,Carrot
85.6,38.61,89.4,Carrot
77.96,72.34,36.69,Carrot
68.73,78.21,94.35,Carrot
77.58,88.8,-10.55,Carrot
106.02,35.98,98.82,Carrot
81.19,-0.07,26.07,Carrot
73.09,77.29,48.57,Carrot
92.15,75.21,143.97,Carrot
81.25,51.21,26.57,Carrot
73.56,60.77,155.83,Carrot
78.17,55.32,57.03,Carrot
88.14,46.27,73.75,Carrot
75.74,78.95,8.97,Carrot
77.95,59.47,90.65,Carrot
83.87,79.78,133.76,Carrot
74.16,28.02,44.11,Carrot
74.9,19.25,67.88,Carrot
86.71,87.69,54.91,Carrot
74.65,42.25,193.24,Carrot
83.83,52.66,45.56,Carrot
70.05,73.62,160.14,Carrot
74.03,79.43,64.46,Carrot
83.56,87.66,37.16,Carrot
64.74,48.77,89.56,Carrot
93.17,58.23,82.38,Carrot
74.89,73.99,96.21,Carrot
75.44,76.18,19.73,Carrot
90.42,64.59,42.36,Carrot
77.43,104.82,27.03,Carrot
79.67,78.37,48.16,Carrot
97.65,53.02,43.1,Carrot
97.87,89.34,108.62,Carrot
71.46,26.0,57.13,Carrot
77.04,83.72,87.53,Carrot
84.2,33.31,47.93,Carrot
70.05,74.99,43.63,Carrot
89.98,6.85,137.36,Carrot
64.26,80.45,73.14,Carrot
93.43,48.9,89.52,Carrot
79.23,73.39,29.68,Carrot
80.07,59.96,81.42,Carrot
84.57,6.8,182.92,Carrot
66.94,92.76,18.84,Carrot
83.76,95.22,96.82,Carrot
80.22,48.48,42.59,Carrot
79.23,70.64,103.61,Carrot
77.48,76.04,101.03,Carrot
69.51,60.9,47.44,Carrot
75.55,11.83,75.79,Carrot
85.44,30.85,22.94,Carrot
75.61,47.79,95.64,Carrot
99.96,32.91,39.22,Carrot
75.73,98.58,144.7,Carrot
92.79,59.9,55.01,Carrot
98.35,25.17,7.74,Carrot
80.74,43.62,52.25,Carrot
71.44,33.36,59.41,Carrot
82.96,38.49,44.91,Carrot
91.89,33.01,59.73,Carrot
89.07,85.22,101.24,Carrot
84.07,30.01,43.56,Carrot
79.4,98.23,56.44,Carrot
71.42,43.4,118.15,Carrot
73.67,64.67,60.76,Carrot
84.23,110.19,119.48,Carrot
57.62,61.63,78.74,Carrot
63.91,56.63,73.44,Carrot
75.94,93.46,148.27,Carrot
84.8,49.9,-19.51,Carrot
93.64,57.11,108.29,Carrot
92.6,44.12,108.09,Carrot
91.37,-12.51,61.85,Carrot
60.26,97.53,0.35,Carrot
96.76,52.35,99.08,Carrot
68.84,30.48,123.5,Carrot
78.95,81.21,17.72,Carrot
79.28,76.88,94.07,Carrot
79.31,53.93,110.73,Carrot
81.88,59.11,134.58,Carrot
76.37,34.99,114.45,Carrot
96.16,39.25,6.33,Carrot
84.4,9.93,67.76,Carrot
72.89,70.42,152.27,Carrot
77.0,48.75,143.34,Carrot
61.42,74.02,58.17,Carrot
79.59,80.39,56.14,Carrot
75.06,93.76,81.41,Carrot
65.72,49.05,66.21,Carrot
70.43,74.57,44.52,Carrot
93.25,17.14,94.3,Carrot
67.45,35.97,57.28,Carrot
62.69,29.61,39.95,Carrot
79.26,57.16,91.9,Carrot
64.13,71.5,132.13,Carrot
71.38,70.25,129.86,Carrot
84.48,92.48,170.24,Carrot
86.72,31.44,105.24,Carrot
82.93,28.42,29.11,Carrot
88.9,11.76,74.25,Carrot
61.74,60.07,107.64,Carrot
79.1,25.25,75.45,Carrot
67.74,68.85,126.02,Carrot
78.46,77.99,110.28,Carrot
80.61,15.02,90.59,Carrot
87.05,59.93,56.95,Carrot
64.94,52.84,83.65,Carrot
